"","","","Category","Total Unique Visitors (000)","% Reach","% Composition Unique Visitors","Composition Index UV","Composition Index PV","Average Daily Visitors (000)","Total Minutes (MM)","Total Pages Viewed (MM)","Total Visits (000)","Average Minutes per Visit","Average Visits per Visitor"
"","[C](u)","            USATODAY Travel","Travel, Travel - Information","4685.631","2.087","100","100","100","263.655","43.503","30.596","8554.81","5.085","1.826"
"","[S](u)","                USAToday.com Travel Pages","Travel - Information, Travel","1369.545","0.61","100","100","100","46.34","2.25","3.226","1551.66","1.45","1.133"
"","[S](u)","                USATODAY The Point","News/Information","1083.233","0.483","100","100","100","44.053","24.731","10.736","1437.854","17.2","1.327"
"","[S]","                FLIGHTSTATS.COM","Travel","389.072","0.173","100","100","100","28.322","5.653","5.399","1324.232","4.269","3.404"
"","[S](u)","                10BEST.COM","Regional/Local","194.599","0.087","100","100","100","9.213","0.593","0.764","291.572","2.034","1.498"
"","[S]","                USAToday Experience Las Vegas","Travel","76.557","0.034","100","100","","","","","","",""
"","[S]","                USATODAY Experience Cruise","Travel","32.057","0.014","100","100","","","","","","",""
"","[S]","                TRIPOLOGY.COM","Travel - Online Travel Agents, Travel","30.986","0.014","100","100","","","","","","",""
"","[C](U)","            USATODAY Money","Business/Finance - Personal Finance, Business/Finance","4212.212","1.876","100","100","100","278.34","17.932","19.354","8611.854","2.082","2.044"
"","[C](U)","            USATODAY Tech","Technology - News, Technology","3042.24","1.355","100","100","100","136.641","14.308","10.405","4404.417","3.248","1.448"
"","[C](U)","            USATODAY30.USATODAY.COM","News/Information, News/Information - General News","2063.901","0.919","100","100","100","83.284","4.05","2.735","2613.522","1.55","1.266"
"","[C](U)","            USATODAY Weather","News/Information - Weather, News/Information","753.001","0.335","100","100","100","95.545","3.526","5.297","2882.174","1.223","3.828"
"","[C](U)","            USATODAY Opinion","News/Information - General News, News/Information","735.374","0.328","100","100","100","63.314","2.491","3.689","1961.547","1.27","2.667"
"","[C]","            USATODAYEDUCATE.COM","Education","38.057","0.017","100","100","100","1.391","0.073","0.056","41.723","1.743","1.096"
"","[C]","            USATODAY Your Life","Lifestyles","24.741","0.011","100","100","","","","","","",""
"","[S]","                USAWEEKEND.COM","Lifestyles","17.819","0.008","100","100","","","","","","",""
"","[S]","                USATODAY.com Your Life","Lifestyles","7.158","0.003","100","100","","","","","","",""
"","[M](U)","        Michigan Media Solutions","News/Information - Newspapers, News/Information","3280.003","1.461","100","100","100","445.554","77.812","49.272","17937.112","4.338","5.469"
"","[C](U)","            Detroit Media Solutions","News/Information - Newspapers, News/Information","2681.727","1.195","100","100","100","387.861","71.993","41.195","15997.547","4.5","5.965"
"","[S](U)","                FREEP.COM*","News/Information, News/Information - Newspapers","1627.201","0.725","100","100","100","261.016","38.932","20.995","9913.948","3.927","6.093"
"","[S](U)","                DETROITNEWS.COM","News/Information - Newspapers, News/Information","1263.411","0.563","100","100","100","177.652","29.999","17.912","7604.951","3.945","6.019"
"","[S]","                LIVINGSTONDAILY.COM*","Entertainment - Radio, Entertainment","63.683","0.028","100","100","","","","","","",""
"","[S]","                MICHIGAN.COM*","News/Information, News/Information - General News","62.525","0.028","100","100","","","","","","",""
"","[S]","                HOMETOWNLIFE.COM","Regional/Local","14.775","0.007","100","100","","","","","","",""
"","[C](U)","            WZZM13.COM*","News/Information, News/Information - General News","340.002","0.151","100","100","100","33.635","3.05","4.037","1276.817","2.389","3.755"
"","[C](U)","            LSJ.Com Sites","News/Information, News/Information - Newspapers","291.417","0.13","100","100","100","23.957","1.966","3.151","761.437","2.582","2.613"
"","[S](U)","                LANSINGSTATEJOURNAL.COM*","News/Information, News/Information - Newspapers","281.151","0.125","100","100","100","20.718","1.212","2.04","667.917","1.815","2.376"
"","[M](U)","        Reviewed.com Publications","Technology, Technology - News","2850.293","1.27","100","100","100","190.209","4.492","7.984","5996.613","0.749","2.104"
"","[C](U)","            REVIEWED.COM","Technology - News, Technology","2850.279","1.27","100","100","100","190.207","4.492","7.984","5996.554","0.749","2.104"
"","[M](U)","        Azcentral.Com Sites","News/Information, News/Information - Newspapers","2419.372","1.078","100","100","100","330.284","19.491","21.424","10358.949","1.882","4.282"
"","[C](U)","            AZCENTRAL.COM*","News/Information, News/Information - Newspapers","2368.451","1.055","100","100","100","320.97","18.991","20.758","10072.606","1.885","4.253"
"","[M](u)","        Gannett Government Media","News/Information, News/Information - General News","1086.504","0.484","100","100","100","61.923","5.477","7.943","2090.315","2.62","1.924"
"","[C](u)","            Military Times Group","News/Information","875.683","0.39","100","100","100","55.079","4.606","6.202","1870.582","2.462","2.136"
"","[S]","                MILITARYTIMES.COM","News/Information, News/Information - General News","586.408","0.261","100","100","100","31.223","2.748","2.595","1094.026","2.511","1.866"
"","[S](U)","                ARMYTIMES.COM","News/Information - Newspapers, News/Information","217.156","0.097","100","100","100","15.5","0.229","1.183","489.469","0.468","2.254"
"","[S](U)","                NAVYTIMES.COM","News/Information - Newspapers, News/Information","197.507","0.088","100","100","100","25.906","0.137","1.123","854.633","0.16","4.327"
"","[S](U)","                MARINECORPSTIMES.COM","News/Information - General News, News/Information","180.351","0.08","100","100","100","14.711","0.055","0.597","450.715","0.122","2.499"
"","[S](u)","                AIRFORCETIMES.COM","News/Information - General News, News/Information","144.433","0.064","100","100","100","13.002","0.247","0.704","395.388","0.626","2.738"
"","[C]","            DEFENSENEWS.COM","News/Information, News/Information - General News","64.4","0.029","100","100","","","","","","",""
"","[C]","            FEDERALTIMES.COM","News/Information, News/Information - General News","55.623","0.025","100","100","","","","","","",""
"","[M](u)","        Indystar.Com Sites","News/Information, News/Information - Newspapers","967.397","0.431","100","100","100","63.93","7.289","13.605","2173.381","3.354","2.247"
"","[C](u)","            INDYSTAR.COM*","News/Information, News/Information - Newspapers","854.123","0.38","100","100","100","53.343","6.507","12.144","1836.996","3.542","2.151"
"","[M](U)","        Cincinnati.com Sites","News/Information - Newspapers, News/Information","831.238","0.37","100","100","100","99.545","9.953","11.188","3802.135","2.618","4.574"
"","[C](U)","            CINCINNATI.COM*","News/Information, News/Information - Newspapers","769.731","0.343","100","100","100","93.932","8.683","8.941","3570.647","2.432","4.639"
"","[C]","            NKY.COM","News/Information - Newspapers, News/Information","52.976","0.024","100","100","","","","","","",""
"","[C]","            ENQUIRER.COM","News/Information - Newspapers, News/Information","36.708","0.016","100","100","","","","","","",""
"","[M](U)","        9News.Com Sites","News/Information, News/Information - General News","794.044","0.354","100","100","100","167.498","17.183","14.447","6186.186","2.778","7.791"
"","[C](U)","            9NEWS.COM*","News/Information, News/Information - General News","791.919","0.353","100","100","100","166.993","17.132","14.404","6167.602","2.778","7.788"
"","[M](U)","        KARE11.COM*","News/Information, News/Information - General News","724.566","0.323","100","100","100","141.43","17.403","12.404","5698.51","3.054","7.865"
"","[M](u)","        Tennessean.com Sites","News/Information - Newspapers, News/Information","689.024","0.307","100","100","100","100.12","6.143","6.229","3080.665","1.994","4.471"
"","[C](u)","            TENNESSEAN.COM*","News/Information, News/Information - Newspapers","665.802","0.297","100","100","100","87.238","5.263","5.342","2683.617","1.961","4.031"
"","[M](U)","        KSDK.Com Sites","News/Information - General News, News/Information","555.918","0.248","100","100","100","54.94","5.507","7.455","2071.215","2.659","3.726"
"","[C](U)","            KSDK.COM*","News/Information - General News, News/Information","555.918","0.248","100","100","100","54.94","5.507","7.455","2071.215","2.659","3.726"
"","[M](u)","        Desmoinesregister.Com Sites","News/Information - Newspapers, News/Information","545.672","0.243","100","100","100","45.885","3.896","6.398","1485.953","2.622","2.723"
"","[C](u)","            DESMOINESREGISTER.COM*","News/Information, News/Information - Newspapers","507.377","0.226","100","100","100","38.105","3.176","4.971","1235.709","2.57","2.435"
"","[M](u)","        Greenbaypressgazette Sites","News/Information","535.979","0.239","100","100","100","51.457","5.243","5.065","1561.778","3.357","2.914"
"","[C](u)","            PACKERSNEWS.COM","Sports","306.938","0.137","100","100","100","21.617","2.416","2.058","653.712","3.696","2.13"
"","[C]","            GREENBAYPRESSGAZETTE.COM*","News/Information - Newspapers, News/Information","99.059","0.044","100","100","100","4.76","0.249","0.579","149.87","1.663","1.513"
"","[M](U)","        11Alive Sites","News/Information - General News, News/Information","503.264","0.224","100","100","100","38.636","4.911","2.678","1224.872","4.009","2.434"
"","[C](U)","            11ALIVE.COM*","News/Information","502.902","0.224","100","100","100","38.623","4.909","2.677","1224.472","4.009","2.435"
"","[M](u)","        Lohud.Com Sites","News/Information - Newspapers, News/Information","485.002","0.216","100","100","100","57.19","3.009","6.362","1822.852","1.651","3.758"
"","[C](u)","            LOHUD.COM*","News/Information - Newspapers, News/Information","469.521","0.209","100","100","100","55.754","2.891","5.541","1778.264","1.626","3.787"
"","[C]","            THEJOURNALNEWS.COM","News/Information, News/Information - Newspapers","0.456","0","100","100","","","","","","",""
"","[C]","            NYJOURNALNEWS.COM","News/Information - Newspapers, News/Information","0.231","0","100","100","","","","","","",""
"","[M](U)","        WBIR.COM*","News/Information - General News, News/Information","464.185","0.207","100","100","100","49.95","3.246","5.239","1842.919","1.761","3.97"
"","[M](U)","        Asbury Park Press Sites","News/Information - Newspapers, News/Information","453.145","0.202","100","100","100","90.602","7.026","7.075","3014.052","2.331","6.651"
"","[C](U)","            APP.COM*","News/Information, News/Information - Newspapers","403.342","0.18","100","100","100","75.969","5.493","5.545","2496.027","2.201","6.188"
"","[C]","            APPCLASSIFIEDS.COM","News/Information - Newspapers, News/Information","5.518","0.002","100","100","","","","","","",""
"","[M](U)","        Newsquest Media Group","News/Information - Newspapers, News/Information","442.817","0.197","100","100","100","34.508","1.252","1.289","1037.179","1.207","2.342"
"","[C]","            HERALDSCOTLAND.COM","News/Information, News/Information - Newspapers","48.534","0.022","100","100","","","","","","",""
"","[C]","            THESTRAD.COM","News/Information - Newspapers, News/Information","31.832","0.014","100","100","","","","","","",""
"","[M](U)","        WTSP.COM*","News/Information, News/Information - General News","436.638","0.195","100","100","100","32.971","2.635","2.15","1069.37","2.464","2.449"
"","[M](u)","        Democrat And Chronicle Sites","News/Information, News/Information - Newspapers","427.58","0.19","100","100","100","35.075","3.712","6.719","1354.465","2.741","3.168"
"","[C](u)","            DEMOCRATANDCHRONICLE.COM*","News/Information, News/Information - Newspapers","396.826","0.177","100","100","100","28.729","2.819","5.388","1114.247","2.53","2.808"
"","[M](u)","        Delawareonline Sites","News/Information - Newspapers, News/Information","412.015","0.184","100","100","100","35.925","4.505","6.568","1363.846","3.303","3.31"
"","[C](u)","            DELAWAREONLINE.COM*","News/Information, News/Information - Newspapers","388.286","0.173","100","100","100","30.456","3.792","5.315","1156.156","3.28","2.978"
"","[M](u)","        WKYC.COM*","News/Information, News/Information - General News","399.86","0.178","100","100","100","28.903","5.172","8.102","1080.245","4.788","2.702"
"","[M]","        DEALCHICKEN.COM","Services - Coupons, Services","381.299","0.17","100","100","100","29.697","1.466","2.174","1026.499","1.429","2.692"
"","[M](U)","        WGRZ.COM*","News/Information, News/Information - General News","380.539","0.17","100","100","100","42.928","2.671","3.749","1350.891","1.977","3.55"
